Publisher;Observer;FocusTaxaTorF;datasetKey;;;;;;;;;
Enquête Lucane;4;T;df87d47a-6580-4417-8c4c-7e1a504ed4a7;;;;;;;;;
ForestCheck Invertebrates;3;F;e6e855d7-9775-400f-883b-c4e04e517d79;;;;;;;;;
Swiss National Vespoidea Databank;2;T;81981d98-e27f-4155-9a94-9eae9bbad2be;;;;;;;;;
RNF - Conservatoire d'espaces naturel Nord-Pas-de-Calais;2;F;dceb7843-b7e7-4dc7-b50e-b978e52e27dc;;;;;;;;;
Caddisfly (Trichoptera) records from Britain and Ireland, via iRecord;2*;T;5187a2f9-91f1-4511-b4f0-60a2658a7e36;;;;;;;;;
Species recordings from the Danish National portal Arter.dk;1;F;963a6b96-4d22-4428-86e4-afee52cf4a8e;;;;;;;;;
Anthomyiidae records via iRecord;2;T;cf0a605d-7e32-4482-9e45-1a83bfd8061a;;;;;;;;;
Victorian Biodiversity Atlas;2;F;37beb6ea-e591-41e3-b781-e384250dc42c;;;;;;;;Waarnemingen.be - Other insect occurrences in Flanders and the Brussels Capital Region, Belgium;27e9e069-2862-4183-bcec-1e1a7f74d3e7
Société_Française_d'Odonatologie_2017_12_18;2;T;d0e4fd1c-171e-4e75-a539-324bfbd82ec0;;;;;;;;;
"Formidabel; Belgian Ants Database";2;T;b528799a-2d52-4023-aa02-9ce081e3ca5f;;;;;;;;;
Données du/de la naturaliste Bottinelli Julien provenant de la base de donnée du SINP Île-de-France CETTIA;3;F;d7bc133c-6427-4e66-a1aa-1132abb28e4c;;;;;;;;;
ONF_2017_12_18;NA;NA;5492d04f-683d-4512-b77a-6d57f989810c;;;;;;;;;
Suivi de l'expansion du Frelon asiatique (Vespa velutina) : données Frelon;2;T;4145cd45-8a92-426d-be8b-bfbbf5209032;;;;;;;;;
Données naturalistes de Pierre FRAPA;NA;NA;d6172663-73c4-4dfa-b483-36f454936a37;;;;;;;;;
Monitoring data from the federal state Mecklenburg-Western Pomerania (Germany);3;T;5e34ffdf-2648-4ecf-ab53-555e3d3d8d2b;;;;;;;;;
Odonata records from Kent's County Dragonfly Recorders (1976-2005);1;T;2b91dc29-e06a-4e2e-a85b-e7781b4f5d0d;;;;;;;;;
Lepidoptera collection of Hannu Saarenmaa;3;T;84ede380-f762-11e1-a439-00145eb45e9a;;;;;;;;;
Riparia;2;T;6965a5f6-306a-494f-b7a4-c725f046931e;;;;;;;;;
Inventaires entomologiques en Normandie;NA;T;c0077f76-b76a-437e-a030-e6eddad55157;;;;;;;;;
NatureServe Network Species Occurrence Data;2;T;7fd12114-9010-4c13-8f46-990fe04ca882;;;;;;;;;
Monitoring data from the federal state Saxony-Anhalt (Germany);3;T;deae7cbd-0c20-422f-a7f9-4e8acfb57c4a;;;;;;;;;
Inventaire des Ephémères de métropole (Opie);3;T;f88f9c5b-9097-4bfe-877a-8917b08f75e3;;;;;;;;;
Données naturalistes de Arnaud HORELLOU;NA;NA;d8ad40fb-908b-462c-a21c-88fecad83389;;;;;;;;;
Biowide Species data;3;F;cd4eb3ec-0a18-42b4-bda4-155716ddd7b1;;;;;;;;;
Chrysomelidae of the Carpathians;NA;T;405137b0-30b2-11de-b171-b8a03c50a862;;;;;;;;;
Données faune pour le rapportage européen DHFF-DO 2018;NA;F;29cd9f29-7c76-4e6b-a8b8-78d91eaf49bf;;;;;;;;;
Commissioned surveys and staff surveys and reports for Scottish Wildlife Trust reserves - Verified data;2;F;887e6209-ea70-46a7-9652-fc94ca97ae0a;;;;;;;;;
National River Water Quality Network Database (Macro-invertebrates) 2009-2018;3;T;fcf464de-3ef3-477d-90a2-6002f3c78143;;;;;;;;;
Parc_National_du_Mercantour_2017_12_18;NA;NA;4e3e00d6-6a60-401d-af5a-1a4816755f72;;;;;;;;;
Isle of Man wildlife records from 01/01/2000 to 13/02/2017;2;F;0d9accc4-309d-44ad-901e-f221e1d0ec80;;;;;;;;;
Données du naturaliste DEHALLEUX Axel provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;d71b721d-6eb0-45d2-8794-7e6b5296ccbd;;;;;;;;;
Norfolk and Suffolk Broads Invertebrate Data 2007-2008;NA;F;22f40db4-cdeb-499c-82fe-5d401829747d;;;;;;;;;
Données Orthoptères issues du Système d'Information Régional sur la Faune du Nord – Pas-de-Calais (SiRF);;T;f339bf2a-5411-40d5-b4ed-80d0fc28f32d;;;;;;;;;
Stoneflies (Plecoptera) of Ireland;3;T;6633ffa2-dc07-4d6f-a7e4-6f53d9d94dd7;;;;;;;;;
Données multi sources collectées par Hanot Christophe, pour l'atlas des Cerambycidae de métropole (lot 2017);2;F;9fc816de-28c7-4484-940a-902af780a96f;;;;;;;;;
Système d’Information Régional sur la Faune et la Flore - FNE Centre-Val de Loire - Données 2016;2;F;70f49e37-aea1-4ede-a21a-03057bc0a984;;;;;;;;;
River Biologists' Database (EPA);NA;T;1a6d5bcd-cb62-468f-967f-fd25e18c3b8c;;;;;;;;;
Environment Agency England and Wales (2007) freshwater invertebrate species (single species families);3;T;05d6ca91-1c63-429e-8801-3b59e2de2707;;;;;;;;;
Données opportunistes de contributeurs bénévoles sur les rhopalocères 1961/2016;NA;T;ad78fc16-aa0d-4e4c-b002-25235cf97c41;;;;;;;;;
Données bibliographiques et opportunistes Coccinelles du Nord Pas-de-Calais issues du SIRF;1;T;b83e514a-48fa-4ec2-a516-29e48bb9488c;;;;;;;;;
Fife Nature Records Centre combined dataset;2;F;c358edb6-9b46-45eb-a173-b854910500a9;;;;;;;;;
Carabidae of Poland;3;T;f507fe60-30b1-11de-b170-b8a03c50a862;;;;;;;;;
2010-2013 Beetle Data from Machair LIFE+ Project Plots;3;T;600c4445-563b-4e4a-a086-f7b5ba564e09;;;;;;;;;
SEWBReC Hemiptera - True Bugs (South East Wales);2;T;04883d31-9c89-4f63-b9f6-578b775c55cc;;;;;;;;;
Bob Merritt dataset of Nottinghamshire invertebrates;3;T;cc380a38-100a-408f-84c3-864de932d52c;;;;;;;;;
Données rhopalocères de Inge VAN HALDER;NA;T;6a36ed65-630e-481f-864e-e06db1f8620b;;;;;;;;;
Efectos del Cambio Ambiental en las comunidades de organismos de los ríos mediterráneos;3;T;2444d607-5bbc-4b7a-a804-fd9fbaebd6c6;;;;;;;;;
Datos de ocurrencia de triatominos presentes en Argentina del Laboratorio de Triatominos del CEPAVE (CONICET-UNLP);2;T;94adad5f-fb11-426f-93e0-3dd02f3ccd1d;;;;;;;;;
UAM Insect Observations (Arctos);2;F;ecca1a3e-3b7d-4229-8a7a-d106997e6d03;;;;;;;;;
Données naturalistes de Bruno OGER;NA;NA;87603385-f33f-4577-8e50-ab67f36faa35;;;;;;;;;
Mise en place d'un suivi scientifique des odonates pour la production d’indicateurs de biodiversité;3;T;88cd034f-34a5-4a52-990d-78e085832ece;;;;;;;;;
Escarabajos coprófagos (Coleoptera: Scarabaeidae: Scarabaeinae) de bosques secos Colombianos de la Colección Entomológica del Instituto Alexander von Humboldt;3;T;ed195c7e-2727-46f8-ac2e-37c0af2c8c59;;;;;;;;;
Bringing Reedbeds to Life Invertebrate Survey of three key reedbed sites in England in 2009, 2010;3;T;4bc14221-60af-43e5-8e92-0c2b262b9945;;;;;;;;;
RNF - Données de la Communauté de Communes de Gevrey Chambertin;NA;NA;fddb5997-0587-4585-88af-57855f120908;;;;;;;;;
Observations naturalistes et collection entomologique de Julien TOUROULT;3;T;a7910107-b902-401c-989a-3b4e70c9070d;;;;;;;;;
National River Water Quality Network Database (Macro-invertebrates) 1990-2008;3;T;3b63eb62-1080-49f1-bf60-8beb6fa16994;;;;;;;;;
iRecord Surveys;2;F;61313732-a660-4fdf-9cfb-0d13d4553bbe;;;;;;;;;
Heteroptera: Records for Kent;2;T;b660c51c-17cc-44e7-973a-bec13da75166;;;;;;;;;
Biodiversity4all Research-Grade Observations;1;F;2bf7b2c0-34dc-4458-8ee4-4f99fac03b33;;;;;;;;;
Amis_des_Marais_du_Vigueirat_2017_12_18;NA;NA;28646617-3f8e-4910-849e-e3776e3fec78;;;;;;;;;
Données naturalistes de Benoit MARTHA;NA;NA;818b61fe-8c37-4c49-83f8-fa710cfdbb81;;;;;;;;;
Riverfly Census - Aquatic invertebrate species occurrence, for the calculation of pressure biometric scores in English and Welsh rivers covering the period 2015 - 2018;3;T;7118a4ac-2cb2-4c10-b283-c8d2b7c7d5d5;;;;;;;;;
Données d'observations d'orthoptères en Auvergne, d'Emmanuel Boitier, de 1998 à 2015.;NA;NA;b259f2b4-e3d5-48ff-98e2-e5a7540f9d90;;;;;;;;;
Wetland Invertebrate and Environmental Data 2010 Sampling Events;3;T;3c02253e-da74-49dd-b059-c693727406fd;;;;;;;;;
Tour_du_Valat_2017_12_18;NA;NA;cba362bc-aab5-4ad2-9d72-d3498851e53f;;;;;;;;;
Données Protocole Papillons Gestionnaires (PROPAGE);2;T;cfd3d799-f92e-4549-8fa1-6f4265a0ad78;;;;;;;;;
RNF - Données du Conservatoire d'espaces naturel Centre;2;F;cdafb94e-6dcc-44de-b0ef-98439a1ca28e;;;;;;;;;
Stackpole National Nature Reserve Species Inventory and Ad-hoc Sightings from Across Pembrokeshire;NA;F;daae5a66-7bb4-4431-ac3c-a1bf70ca3407;;;;;;;;;
LPO_PACA_2017_12_18;NA;NA;d3c56ecd-a0e2-4659-aa1e-cf3592ba551f;;;;;;;;;
Biodiversity Now / Nature Check (Biodiversitet Nu / NaturTjek);1;T;dd3d3e63-118f-49c1-beb6-bdb34d2c7a2a;;;;;;;;;
Noctuoidea de France métropolitaine;NA;T;528ad5f2-b6d4-4ea6-89a1-ddfafee4ec45;;;;;;;;;
NSW Waterwatch;1;T;4797da32-5693-4281-a8f1-bf99bae66ddb;;;;;;;;;
Lepidoptera of Mordovia State Nature Reserve;3;T;bf77f311-65ad-4008-bce9-0805a0f087d4;;;;;;;;;
Carabid beetles of the environs of the Elton Lake: fauna, population dynamics, demography;3;T;81a55a32-e89b-4959-8e49-0481c4d31973;;;;;;;;;
Coleoptera records from iRecord for families not covered by a recording scheme;2;T;3dc9bf37-32f5-492f-92fc-559faf6d93e8;;;;;;;;;
NatureShare;1;F;b6465deb-2071-445a-9ebd-d5722e1ed7e2;;;;;;;;;
Données naturalistes de Pierre HUGUENY;NA;NA;aec85dc0-9807-4bad-aa4e-aa1e8f0bfeeb;;;;;;;;;
Protocole du Chronoventaire;NA;T;618212a3-6fd6-4347-b795-ee2c6246ebeb;;;;;;;;;
Observations.be - Non-native species occurrences in Wallonia, Belgium;1;T;629befd5-fb45-4365-95c4-d07e72479b37;;;;;;;;;
RECORD Aculeate Hymenoptera Data;2;T;febbedff-5914-466d-a7a9-acc028a13b8b;;;;;;;;;
Silphidae Recording Scheme - data verified via iRecord;2;T;14652c82-e5d1-4c3e-bd3b-0f28e0315e08;;;;;;;;;
Données naturalistes de Cédric JACQUIER;NA;NA;e3dddc3c-da91-4deb-bffa-c956c1f7060f;;;;;;;;;
Odonata records from RSPB Reserves 1970-2009;2;T;bcba1531-fb72-4a70-ade4-3845f58005a6;;;;;;;;;
Vigie-Chiro;NA;T;82239c10-7292-414d-8ce9-37e2b6f96a01;;;;;;;;;
Données naturalistes de MOREAU Patrice;NA;NA;47c11f62-1b68-404a-8bba-2e85d3404906;;;;;;;;;
Lepidoptera Records up to April 2010;2;T;6d2c56f6-9643-429c-b4e6-c752f6a2602a;;;;;;;;;
La Planète Revisitée, massif du Mitaraka, mission principale (février-mars 2015);3;F;e42bf2ce-364f-444c-ba0e-c5947cc5f4b3;;;;;;;;;
Données du parc national de la Vanoise;4;F;bff23119-69aa-4127-9710-08cccd0d6fa3;;;;;;;;;
Dragonfly Ireland 2019 to 2024;1;T;43fa788e-a1ac-46bd-ab45-cd39db08d754;;;;;;;;;
HBRG Richard Moore beetle records from Raasay Dataset;3;T;e0965074-67c1-46c0-9360-f8e4f98867b1;;;;;;;;;
Revue oreina [2008- ];NA;T;0eca5dd3-55ec-4c0e-ba89-972b40786343;;;;;;;;;
UK Sarcophagidae Recording Scheme;2;T;6d255bce-0129-42c7-bfee-467843015242;;;;;;;;;
SEWBReC Grasshoppers, Bush-crickets and allies (South East Wales);2;T;4ef9544b-2b9c-49ae-9c82-195d2866ca01;;;;;;;;;
Gyrinidae, Haliplidae, Noteridae and Dytiscidae occurrences in Denmark, recorded by Mogens Holmen;3;T;68c5c38b-4023-4093-b658-0453c2159195;;;;;;;;;
Ground beetles (Carabidae) in urban habitats of Kaluga city (Russia);3;T;5b4ba541-ad87-4d28-b8ca-a803335fd49d;;;;;;;;;
Inventaire des coléoptères saproxyliques du département de la Santé des Forêts;3;T;b0dd9739-9cfa-4ee4-8e17-358c9e6a46f8;;;;;;;;;
Données du naturaliste Luquet Gérard provenant de la base de donnée du SINP Île-de-France CETTIA; NA;NA;511fbf0b-2c05-43f0-a510-ab417fa97ffe;;;;;;;;;
Parc_National_de_Port_Cros_2017_12_18;NA;NA;e110bdcf-81f6-4d3b-b7e8-fe12ed94e3e3;;;;;;;;;
Stonefly (Plecoptera) Data for Great Britain for 1955-2005;2;T;2c27c186-4ce8-483c-8b4d-c3d98beaabd9;;;;;;;;;
Orthoptera & Allies: Records for Kent;1;T;e0eb19aa-f73c-4e45-917e-d2d3c157ed92;;;;;;;;;
NINA Vanndata øvrige arter;NA;NA;2c28a663-db16-48d3-9cd0-3c7ec8d8d873;;;;;;;;;
Reiner Richter Odonata;NA;T;470cccd6-0a5b-4839-a2d1-8ae5d0bf9926;;;;;;;;;
DIBA-Parc Natural del Montseny;2;F;765770cf-a2cf-4e5a-84e3-526a50754239;;;;;;;;;
Données Faune ANEPE Caudalis 2017;2;F;5b102996-823d-45a8-9fc4-451172e33856;;;;;;;;;
Water Bug (aquatic Heteroptera) data for Britain;2;T;80455677-4c00-4c3d-8290-446e459a9e9c;;;;;;;;;
Regroupement de données Rhopalocères;2;T;284fb9f7-eaf1-46ea-b9e2-f490efafa63b;;;;;;;;;
Casual records for Scottish Wildlife Trust reserves - Verified data;1;F;1b11a5e3-6991-44fd-848b-6fd9c1368c58;;;;;;;;;
Likona Invertebrates;NA;NA;1a1d6a39-8651-49a1-a75c-e379a45429bf;;;;;;;;;
"Bee occurrence data collected in ""Hanamaru-Maruhana national census (Bumble bee national census)"" in Japan";1;T;5f7aeace-46b9-4516-8b1e-09650aee9024;;;;;;;;;
European Invertebrate Survey (EIS-NL) - Orthoptera Observations;NA;T;d27aa0d9-dd46-4fa4-b6c8-c7283c67dd1d;;;;;;;;;
Dreal Corse - Base Ogreva;2;F;c7521912-d688-4863-857b-6d78fe4f80e1;;;;;;;;;
NE Scotland other invertebrate records 1800-2010;2;T;0a0d4ca1-5bfd-4594-9d51-40b972308bf5;;;;;;;;;
Ireland's BioBlitz;2;F;80576d53-992a-41f3-a3e3-dfd0fa0242ee;;;;;;;;;
Données naturalistes de Pascal Dupont;NA;T;eae096ac-c585-4234-99cb-b32e7c517604;;;;;;;;;
Répartition des Cerambycidae du Massif Armoricain GRETIA (Gouverneur & Guérard);NA;F;34d4053d-a75e-452b-8aae-44d90a725ba4;;;;;;;;;
Système d’Information Régional sur la Faune et la Flore - FNE Centre-Val de Loire - Données 2015;2;F;4cb11f8e-7132-43e9-a52c-dad325938326;;;;;;;;;
Données naturalistes de Pascal PEYRACHE;NA;NA;1acd2f97-63ae-4d86-bdc6-a0e9105e5e3a;;;;;;;;;
Données faune Nature 18 - 2017;4;F;3fc4714c-bbd1-4336-9b49-77bdb76910e3;;;;;;;;;
étude entomologique et plan de gestion de la forêt de bréviande;3;F;b5e2450a-3b79-4f92-9238-e21bc53a26f5;;;;;;;;;
Données de la base Ecosphère;3;F;6318161e-024b-4cf5-b08b-1ba1c98a5c51;;;;;;;;;
Records of protected animals species in Ukraine;2;T;2b00ca94-c839-4a28-8c58-1412523958f1;;;;;;;;;
Micro-moths distribution for Dumfries and Galloway;2;T;dc2f90f9-02d2-4f47-b473-e7bf104530c9;;;;;;;;;
RECORD Coccinellidae Data;2;T;0c8a1eba-904f-4ed9-aef2-44b3acb00351;;;;;;;;;
Muséum_de_Toulon_et_du_Var_2017_12_18;NA;NA;681481f5-6ea7-4095-a015-f4a5be54765c;;;;;;;;;
Données Lépidoptères de l'Auvergne transmises par Pascal Peyrache.;NA;NA;91b61521-24c1-4d32-9963-480c50661a24;;;;;;;;;
données naturalistes de CHAUVELIER Claude;NA;NA;be5fd087-a839-4a1e-9fdf-811119db26da;;;;;;;;;
Inventaires faune;NA;NA;d4df21c8-c2cb-4b15-bec3-ec177e1c2455;;;;;;;;;
Atlas of Life in the Coastal Wilderness;1;F;e3e48696-f083-4c3a-8c5b-efb1589c54db;;;;;;;;;
DDT05_2017_12_18;NA;NA;0411f349-bbe6-4e47-969e-f06d2d07779d;;;;;;;;;
Leicestershire & Rutland Coleoptera;2;T;65de5d76-0bf7-4010-ac38-74b63cdb1bb7;;;;;;;;;
Taxa occurrence (presence/absence) and composition of benthic macroinvertebrates from trawl surveys (2003-2017) conducted on Lake Victoria, Uganda;3;T;1882cf98-ecdb-4217-9fb7-7b6a02bc0ebf;;;;;;;;;
Dragonflies and Damselflies 1862-2013;2;T;b005b9fb-85ed-4950-b96c-6b200cf559d6;;;;;;;;;
UCT: Southern African Butterfly Conservation Assessment (1815-2009);3;T;590471f8-1497-4158-ab7f-b9294b656cda;;;;;;;;;
Données de rhopalocères récoltées par le CEN Aquitaine en 2011 et 2012;4;T;165289f9-f323-47aa-ac69-f50a27c51406;;;;;;;;;
DEMNA-DNE : Exotic animal occurrences in Wallonia, Belgium;2;T;cdc76698-d92d-4a0b-b8d5-04ba3b22defd;;;;;;;;;
Inventaire entomologique standardisé des ZNIEFF de Martinique, protocole utilisé à partir de 2016;3;F;467aa349-720b-44d0-93b6-0d3b2d7058f2;;;;;;;;;
DBRC Hemiptera species records 1969 to 2015;2;T;ff8ccd90-5f18-47ce-af29-c2d8bcfb8dc7;;;;;;;;;
MEMO-Monitoring exotic mosquitoes in Belgium;3;T;a178c443-d737-4938-b983-5fa8e50936fe;;;;;;;;;
RNF - Données de l'Association GEREPI (GEstion de la REserve naturelle nationale du PInail);NA;F;5161123f-d807-409a-9d09-a9464cfa4876;;;;;;;;;
Programa de seguimiento de mariposas diurnas del País Vasco;NA;T;b26baf87-6e82-4934-9c7b-f33d69b15f8d;;;;;;;;;
Dragonfly Records;1;T;7106ea48-649c-484f-bf99-39837959287c;;;;;;;;;
GRENHA_2017_12_18;NA;F;6978dbb1-a726-4ad9-b064-1e1cad3bc889;;;;;;;;;
Données de la structure Seine-et-Marne Environnement provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;ef4bd28b-4a8f-49a1-aea6-85973c073f2c;;;;;;;;;
Data from Defra Family Organisations supplied to Staffordshire Ecological Record;2;F;c1df184e-1340-4ab1-a045-b6e4752f7fa2;;;;;;;;;
Dung Beetles of the Western Palaearctic;3;T;bcbfd319-8813-4b6d-b529-07dc5a6ccf56;;;;;;;;;
NE Scotland beetle records 1800-2014;2;T;83501c7f-a413-45c7-a5d5-c9bf94fa37ef;;;;;;;;;
RHS berberis sawfly (Arge berberidis) monitoring;2;T;a7c1e188-5a04-47fb-8fe1-6a3bcbb1b98c;;;;;;;;;
Patrick Roper’s Notebooks;3;T;8c3e7db0-5c1a-49df-af56-9cb84d8511ff;;;;;;;;;
Survey and monitoring records for Scottish Wildlife Trust reserves from reserve convenors and Trust volunteers - Verified data;2;F;a8c8144a-3693-4d92-8bc4-49e00dd8defc;;;;;;;;;
Données naturalistes de Matthias COLIN;NA;NA;a105f3c1-aea1-41db-9c85-67374df25325;;;;;;;;;
Atlas des Orthoptères et Mantides de France métropolitaine;NA;T;d9e6df9f-4d2f-4450-b730-e9070e9fab06;;;;;;;;;
Mohonk Preserve Historical Observational Biodiversity Data;3;F;23a34e86-a0da-4119-b675-7077ff6b3808;;;;;;;;;
EDIT - ATBI in Mercantour/Alpi Marittime (France/Italy);2;F;95d672e8-f762-11e1-a439-00145eb45e9a;;;;;;;;;
Données naturalistes de Pierre DUFRENE;NA;NA;ab3441d1-6e2c-4e39-b2c4-fabf017b45ed;;;;;;;;;
Alterra (NL) - Entomofauna inventory in riverside grasslands;3;F;d89cb35d-83db-47fa-8110-6649c269b380;;;;;;;;;
Données de MOULIN Nicolas (SAPROX);NA;T;54ac835c-0259-4ac5-b91b-b5cbc5ac1b08;;;;;;;;;
Observations naturalistes et collection entomologique en Guyane (SEAG, Julien Touroult);NA;NA;a73d9e11-def6-4644-88fd-8cc40d9b8ffe;;;;;;;;;
Données naturalistes de Julien DELNATTE;NA;NA;9702638f-378a-4a61-afe1-ce521dc9b660;;;;;;;;;
Données de la structure Agrenaba (Association de Gestion de la Réserve naturelle de la Bassée) provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;3db52012-62cf-40bf-822e-f59466139e3c;;;;;;;;;
Calliphoridae (Diptera) del Páramo de Belmira;3;F;310714fe-57a1-4cc2-9689-69471bd289ea;;;;;;;;;
Meetnetten.be - Population counts for dragonflies in Flanders, Belgium;3;T;e0bbc7b4-c22e-42b7-8c0c-2deb26495948;;;;;;;;;
Données naturalistes de Jean-Paul LECHAPT;NA;NA;5c5cb902-8c57-4488-b453-1b13eb151a8b;;;;;;;;;
NRW Regional Data: South East Wales Non-sensitive species;2;F;e36c72ed-3b15-49f8-97fc-faaa467eb59e;;;;;;;;;
Mosquito Alert: Tiger Mosquito Dataset;1;T;1fef1ead-3d02-495e-8ff1-6aeb01123408;;;;;;;;;
Sheffield and Rotherham Wildlife Trust - Records;2;F;cef450df-7155-4c9d-9eb3-7b9b4d868bfa;;;;;;;;;
Staffordshire Wildlife Trust Nature Reserves Inventory;2;F;2a101f26-35e1-4197-94ec-bd25033292a7;;;;;;;;;
Sciomyzidae Recording Scheme;2;T;0ff1dbf3-7e14-41ec-9394-3c5813fee491;;;;;;;;;
Données d'odonates récoltées en 2013 et 2014 par le CEN Aquitaine / PRAO 2013 - 2017;4;T;f36b54b3-fedd-4191-8a49-9f3d9d85d58b;;;;;;;;;
RNF - Données de l'association de la RN du lac de Remoray;NA;NA;5c628ff4-7406-4d8c-9a6b-276eb02eb305;;;;;;;;;
Données naturalistes de Benjamin CALMONT;NA;NA;e06381a8-4bb9-4c34-a35a-fd6cb7101a12;;;;;;;;;
Données du naturaliste Gibeaux Christian provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;4fff018a-40b9-4260-b977-f3b699981217;;;;;;;;;
Abejas (Hymenoptera: Apoidea: Anthophila) en un bosque seco tropical del Parque Natural Regional Los Besotes, Valledupar - Cesar, Colombia;3;T;7ae20239-e677-4943-9699-28939a796e24;;;;;;;;;
Tiroler Landesmuseum Ferdinandeum;NA;NA;7b904404-f762-11e1-a439-00145eb45e9a;;;;;;;;;
Données rhopalocères collectées par le CEN Aquitaine entre 1970 et ;3;T;de64738a-f7da-4ca5-a457-dc20c92a511a;;;;;;;;;
Données de présence collectées sur les rhopalocères;4;T;45043b88-1ebd-4d62-9fd9-61c808edc832;;;;;;;;;
Evaluación de los insectos visitantes florales del café en Colombia;3;T;9d0f0624-af14-4973-8e06-c552fd68430e;;;;;;;;;
Données opportunistes fortuites sur les rhopalocères récoltées lors des prospections terrains;NA;T;3cfbe8d0-76f1-41d5-b606-b8f63abeee8c;;;;;;;;;
Dipterists Forum: Field Week 2015 (Nottinghamshire);2;T;41c3ea59-4cba-4708-bb9d-2b5ad9a402e7;;;;;;;;;
List of animalia, fungi and plant species recorded through naturalist observations and research activities in Benin. Data mobilized in the framework of a JRS Biodiversity Foundation project of Benin;2;F;19cb2741-a430-4139-8680-e11eba996978;;;;;;;;;
Animals of Ukrainian Slobozhanshchina and Polissia;3;F;18d99191-3386-4787-ab1d-95a2e5126558;;;;;;;;;
Prospections des invertébrés terrestres - La Planète Revisitée Corse 2019;3;F;d1a42105-df9a-49fb-808b-99f0b5cc49b5;;;;;;;;;
Dragonfly (Odonata) species records up to 1997 held by Leicestershire Environmental Resources Centre;2;T;506539da-ee72-4db2-ae0f-b1d907c28fec;;;;;;;;;
Données d'occurrence Espèces issues de la base Natura 2000 : espèces d'intérêt communautaire et autres espèces remarquables renseignées dans les FSD;2;T;6cbf7d4d-13cb-4604-8668-db68fe753349;;;;;;;;;
Données d'observateurs divers (observateurs transmettant un nombre de données peu élevé) saisies dans Cettia-idf;1;F;a8c38b89-47ff-4e0e-b16e-646899d1d3fd;;;;;;;;;
Atlas de la Biodiversité de Seine-et-Marne - volet 2;NA;F;0d244e22-1d10-494e-9e85-68c9c6e53fcd;;;;;;;;;
Inventaire des Noctuelles de Guyane (Lepidoptera : Euteliidae, Erebidae, Noctuidae, Nolidae);NA;T;829402be-43f2-4944-8e5d-d7935e24ce9d;;;;;;;;;
Données de la structure ANVL (Association des Naturalistes de la Vallée du Loing et du Massif de Fontainebleau) provenant de la base de donnée du SINP Île-de-France CETTIA;1;F;96296645-bae3-4114-be50-90bd6398097d;;;;;;;;;
Mayfly (Ephemeroptera) records from Britain and Ireland, via iRecord;2;T;10288b46-163b-4789-a95e-0a7cd0c504d4;;;;;;;;;
Arthropod fauna in christmas tree plantations;3;T;85f12e86-f762-11e1-a439-00145eb45e9a;;;;;;;;;
RISC Heteroptera Non-Native Species Records;1;T;8aacd135-497b-4284-aa8c-bc4f4e8822db;;;;;;;;;
Inventaire et suivi Rhopalocères;NA;T;0a7c41ce-596e-408f-ab86-0614aba3f750;;;;;;;;;
Données de l'association RENARD provenant de la base de donnée du SINP Île-de-France CETTIA;1;F;e9f5955b-0d3e-4560-b289-d1f26b3875be;;;;;;;;;
onnées du/de la naturaliste BITSCH Thomas provenant de la base de donnée du SINP Île-de-France CETTIA;3;NA;9452b0e4-7c3b-4f2e-b767-40b775e23f6c;;;;;;;;;
Etude mise au grand Gabarit Seine amont – Ecosphère;3;F;9b05f8c2-5901-46de-8912-e9ca46155869;;;;;;;;;
Leicestershire and Rutland Aculeate Records;2;F;76169bfa-0f39-479e-a3ec-4dfc47cb68f7;;;;;;;;;
Données de la structure Département 77 provenant de la base de donnée du SINP Île-de-France CETTIA;NA;NA;4939f5ba-e740-4f16-87fc-e2eac9b26cab;;;;;;;;;
Données des réserves naturelles nationales gérées par la Ligue pour la protection des oiseaux (LPO);NA;NA;217a1e61-33a1-471e-bb05-76cd2e22cb06;;;;;;;;;
Données naturalistes de Charlotte PICARD;NA;NA;6e6b3b6a-3452-491f-9d91-9ab571dfa03f;;;;;;;;;
Fauna y Flora de Cinaruco - 2014- 2016;3;F;2bee4a91-9d92-430e-a87e-ab32d3b1ce47;;;;;;;;;
Chrysomelidae of Central Europe;NA;F;82b7d2ec-f762-11e1-a439-00145eb45e9a;;;;;;;;;
Données 2016 odonates et Maculinea de l'Association naturaliste d'étude et de protection des écosystèmes CAUDALIS;1;T;9630efe2-42a8-42c4-a83a-65aa5aa7ade2;;;;;;;;;
Swiss National Cicadidae Databank;3;T;ed58b8fa-ad6c-4c73-99b8-813fd7689404;;;;;;;;;
Odonata records for Dumfries and Galloway.;2;T;86e04540-4f45-43b4-b878-ade541608280;;;;;;;;;
Parc_Naturel_Régional_du_Luberon_2017_12_18;NA;NA;a58685c7-1308-4ddd-a3e2-4555173fde07;;;;;;;;;
Butterfly_conservation_2017_12_18;NA;NA;13d53708-111d-40b3-ac66-b582f099685b;;;;;;;;;
FASFC - Exotic vector and pathogen surveillance programme in Belgium - Mosquitoes & Culicoides;3;T;403ac8e4-dfaa-4bcd-ab2e-f30f4632b12d;;;;;;;;;
Rapid Assessment Program (RAP) Biodiversity Survey Database;2;F;4d749d70-e2e1-11dd-8102-b8a03c50a862;;;;;;;;;
